message,commit_type
Add warnings to React module,Feature
Remove leftover env variable logic in pre-commit hook,Other
React -> ReactDOM in test files,Other
Merge pull request #4763 from spicyj/pre-commit,Other
Merge pull request #4762 from spicyj/ts,Other
Add linting pre-commit hook,Feature
Make TypeScript test work with ReactDOM,Other
Fix diverging behavior of ReactFragment in `__DEV__`,Bug Fix
Merge pull request #4746 from zpao/use-fbjs-lint,Other
Use eslintrc from fbjs,Other
Merge pull request #4755 from MichelleTodd/react-warnings-0.14,Other
Update warning messages to use ReactDOM and ReactDOMServer as appropriate,Other
Merge pull request #4750 from zpao/fbjs-0.2,Other
Merge pull request #4731 from spicyj/map-one-pass,Other
Make React.Children.map do one pass only,Other
"Upgrade to fbjs, fbjs-scripts @ 0.2",Other
Merge pull request #4735 from spicyj/shallow-error,Other
Merge pull request #4744 from spicyj/gh-4635-f,Other
Merge pull request #4739 from henrik/patch-1,Other
Fix code style/grammar on synthetic event warning,Bug Fix
Merge pull request #4635 from edvinerikson/event-pooling-warning,Other
"docs: ""also lets pass"" -> ""also lets you pass""",Documentation
Merge pull request #4737 from oliviertassinari/patch-1,Other
[adler32] fix wrong name,Bug Fix
Update 02-displaying-data.ja-JP.md,Other
Better error for invalid element when shallow rendering,Other
Merge pull request #4727 from spicyj/gh-4233,Other
Merge pull request #4734 from zpao/reverse-logic,Other
Reverse condition of a ternary for readability,Other
Merge pull request #4720 from spicyj/destructor,Other
Add destructors to pooled classes in ReactChildren,Feature
Merge pull request #4482 from niole/issue4168,Other
"resolves issue #4168, style prop error now names React class that erroring element is a child of.",Other
Merge pull request #4732 from spicyj/eslint-undef,Other
Enable no-undef for eslint,Other
Make definitions more readable & optional params more obvious,Other
Merge pull request #4700 from spicyj/frag-array,Other
Merge pull request #4701 from spicyj/gh-4525,Other
Merge pull request #4703 from spicyj/rarr,Other
Fix formatting in test utils docs,Bug Fix
Added warning when calling methods on a released event.,Feature
Clarify use of arrow functions,Other
Add deprecation notice for React.addons.batchedUpdates,Feature
Make findDOMNode error clearer,Other
"Make createFragment return an array, disallow objects as children",Other
Merge pull request #4682 from lyip1992/patch-2,Other
Merge pull request #4684 from lyip1992/patch-3,Other
Merge pull request #4686 from lyip1992/patch-5,Other
Merge pull request #4687 from lyip1992/patch-6,Other
Merge pull request #4688 from lyip1992/patch-7,Other
Merge pull request #4685 from lyip1992/patch-4,Other
Update 02.3-jsx-gotchas.md,Other
Update 04-multiple-components.md,Other
Update 06-transferring-props.md,Other
Update 08.1-more-about-refs.md,Other
Update 10.1-animation.md,Other
Update Gruntfile.js,Other
Merge pull request #4678 from ning-github/patch-1,Other
Fix repetition by editing second sentence,Bug Fix
Merge pull request #4679 from ning-github/patch-2,Other
Fix typo,Bug Fix
Remove redundancy regarding 'latest React news',Other
Merge pull request #2081 from rexxars/search-input-attributes,Other
Allow `results` and `autosave` attributes (WebKit/Blink),Other
Merge pull request #4540 from scottburch/ie8-fix,Bug Fix
Merge pull request #4654 from zpao/checkversionsoninstall,Other
Capitalize Babel,Other
Merge pull request #4546 from rgbkrk/patch-1,Other
Update tooling docs to suggest babel,Documentation
Merge pull request #4666 from spicyj/prod,Other
Add a simple production-mode sanity check test,Feature
Merge pull request #4561 from djrodgerspryor/css_transition_group_robust_cleanup,Other
ReactCSSTransitionGroup timeouts,Other
Merge pull request #4665 from spicyj/gh-2407,Other
Ensure IE8 style expansion list is up to date,Other
Apply CSS shorthand expansion to IE8 only,Other
Merge pull request #4664 from spicyj/ref-docs,Documentation
Spruce up refs docs,Documentation
Merge pull request #4660 from TylerBrock/patch-2,Other
Merge pull request #4567 from koba04/fix-set-boolean-properties,Bug Fix
Clarify invocation order of componentDidMount,Other
Merge pull request #4657 from zpao/abcorderevents,Other
"Check for compatible node,npm versions on install",Other
Re-sort some constants,Other
Merge pull request #4656 from spicyj/jest-fast,Other
hax to make jest fast,Other
Merge pull request #4655 from levibuzolic/patch-1,Other
Update Advanced Performance code examples so they would output values,Other
Merge pull request #4089 from sebmarkbage/killowner,Other
Merge pull request #4611 from spicyj/create-element,Other
Use createElement instead of HTML generation,Other
Don't use owner to determine if the auto-bailout should be used,Other
Merge pull request #4652 from spicyj/no-isre,Other
Remove _isReactElement,Other
Merge pull request #4451 from dmatteo/TestUtils.Simulate-docs,Documentation
Merge pull request #4634 from edvinerikson/event-pooling,Other
Merge pull request #4481 from dmatteo/Simulate.change-tests,Other
Merge pull request #4641 from mik01aj/master,Other
Merge pull request #4643 from yasaricli/master,Other
examples jquery-mobile thirdparty files move,Other
Updated the Performance tools doc page.,Documentation
Updated event pooling note in docs,Documentation
Added documentation about pooled events,Feature
Merge pull request #4631 from Simek/tiny-code-tweak-reactMultiChild,Other
Merge pull request #4632 from Simek/react-codemod-lint-fix,Bug Fix
react-codemod-lint-fix,Bug Fix
tiny code tweak in ReactMultiChild,Other
Merge pull request #4622 from jorrit/instanceofreporttype,Other
Support export default in the class codemod.,Other
fix(es6-import-export): initial commit actually applying,Bug Fix
Report the actual type when PropTypes.instanceOf fails,Other
Merge pull request #4627 from tako-black/translate_top-level-api_to_japanese,Other
Translate ref-01-top-level-api.md to Japanese,Other
Merge pull request #4607 from hekar/add/html-table-summary-attr,Feature
Added support for more HTML attributes: `summary`,Feature
ReactEurope roundup blog post,Other
Merge pull request #4624 from Torwori/null-check-fix,Bug Fix
Merge pull request #4610 from lili21/fix-component-api-doc,Bug Fix
Merge pull request #4626 from yoshuki/fix-markdown-conversion,Bug Fix
Fix Markdown conversion with marked,Bug Fix
swap places of mounted and pending update checks,Other
Merge pull request #4623 from tako-black/translate_introduction_to_japanese,Other
Translate 01-introduction.md to Japanese,Other
update component api docs,Documentation
Fix grammar in Relay blog post,Bug Fix
Merge pull request #4619 from jaredly/beta-2,Other
update devtools post to note beta 2,Other
Merge pull request #4613 from tako-black/translate_advanced-performance_to_japanese,Other
Translate 11-advanced-performance.md to Japanese,Other
Fix typecheck,Bug Fix
Merge pull request #4609 from spicyj/warn-r2,Other
Remove accidental .only,Other
Merge pull request #4477 from mridgway/autobind-opt-out,Other
Merge pull request #3332 from spicyj/warn-r2,Other
Warn with two copies of React,Other
Merge pull request #4470 from jimfb/ref-error-means-multiple-react,Other
Merge pull request #3650 from spicyj/toarray,Other
Add React.Children.toArray,Feature
"Added note about multiple Reacts, since this error commonly implies that.",Feature
Relay Technical Preview - blog post,Other
Merge pull request #4182 from sebmarkbage/fixguards,Bug Fix
Simplify event dispatching,Other
Move guards from auto binding to event dispatch,Other
Merge pull request #4344 from jimfb/update-children-because-context,Other
Merge pull request #4602 from tako-black/update_tutorial_ja-JP,Other
Change tutorial.ja-JP.md to use marked,Other
Merge pull request #4598 from zpao/eslint-1.1,Other
Merge pull request #4587 from spicyj/stateless-fn,Other
"Upgrade ESLint, fix code",Bug Fix
Merge pull request #4596 from jaredly/add-source-self,Feature
Merge pull request #4597 from spicyj/coco,Other
Apply codemod for React -> ReactDOM split,Other
Clean up files before automated codemod,Other
adding __self and __source special props,Feature
Merge pull request #4584 from jessebeach/jessebeach-reactComponentExpect-silent-fail,Other
Fixed consistency of behavior boolean properties,Bug Fix
Merge pull request #4588 from sebmarkbage/ownersforcontext,Other
Add property key names + type of value to fragment warning,Feature
Merge pull request #4581 from Youmoo/patch-1,Other
Minimal implementation of stateless components,Other
Deduplicate logic in ReactElementValidator,Other
Merge pull request #4585 from spicyj/disable-path,Other
Disable event.path handling,Other
reactComponentExpect fails silently,Other
Merge pull request #4554 from chernysh/chernysh-added-docs-img-events,Feature
Update 2015-05-01-graphql-introduction.md,Other
Merge pull request #4580 from spicyj/gh-4578,Other
Fix missing change event target in old IE,Bug Fix
Merge pull request #4579 from sebmarkbage/ownersforcontext,Other
Only set the owner during flattening,Other
Merge pull request #4577 from marjan-georgiev/add-stopOpacity-to-unitless-props,Feature
Revert change to docs/js/reactj.js,Documentation
Add stop-opacity to unitless style properties,Feature
Merge pull request #4569 from sebmarkbage/ownersforcontext,Other
Set the owner during traverseAllChildren,Other
Merge pull request #4559 from salier/ie-selection,Other
Fix lint,Bug Fix
Merge pull request #4565 from koba04/remove-fasttest,Other
Remove fasttest task. fasttest is not fast,Other
Use onSelect fallback in IE,Other
Added events documentation for <img> elements,Feature
Merge pull request #4552 from psibi/patch-1,Other
Include Haskell language,Other
Merge pull request #4473 from facebook/devtools-blog-post,Other
Add blog post about the new devtools beta,Feature
0.14.0-beta3,Other
Merge pull request #4545 from salzhrani/patch-2,Other
Merge pull request #4381 from mikrofusion/clarify-main-ideas,Other
remove two ideas from why react to add clarity,Feature
Update addons.js,Feature
Merge pull request #4541 from marocchino/update-korean,Other
added suggested comment to get file to pass es-lint,Feature
Update Korean translation to e88c7bf,Other
Merge pull request #4539 from zpao/fix-encrypted-media-event,Bug Fix
"Listen to encrypted event, not onencrypted",Other
removed dangling comma that messes up loading in IE8,Other
Merge pull request #4528 from cpojer/codemod-updates,Other
Simplify react-codemod.,Other
Merge pull request #4537 from afhole/patch-1,Other
Update 02.1-jsx-in-depth.md,Other
0.14.0-beta2,Other
Update fbjs dependency,Other
Merge pull request #4501 from zpao/build-more-addons,Feature
Merge pull request #4010 from zpao/really-deprecate-react-tools,Other
Remove react-tools completely,Other
Move react-tools from root.,Other
Merge pull request #4370 from blainekasten/video-events,Other
Add MediaEvent Handlers for Video/Audio components,Feature
Merge pull request #4513 from jimfb/fix-global-events,Bug Fix
Merge pull request #4512 from zpao/codeofconduct,Other
Fixed global events (like enter/leave events) when event has path.,Bug Fix
Merge pull request #4493 from dmatteo/scryRenderedDOMComponents.bug,Bug Fix
Fix a couple lint issues as a followup for #3761,Bug Fix
Merge pull request #3761 from alexpien/CustomClassesForReactCSSTransitionGroup,Other
Merge pull request #3742 from mminer/order-css-vendor-prefixes,Bug Fix
Merge pull request #2664 from jasonwebster/patch-1,Other
Explicitly call out code of conduct in CONTRIBUTING,Other
Note that npm >= 2.0.0 is required for building,Other
Merge pull request #4506 from tako-black/translate_perf_to_japanese,Other
Translate 10.9-perf.md to Japanese,Other
Merge pull request #4503 from jimfb/remove-npm-run-jest,Other
Removed `npm run jest` script.  Users can use `npm test` instead.,Other
Merge pull request #4422 from jimfb/reconciler-cleanup,Other
Cleaned up a few names in the reconciler.,Other
Build perf and test-utils addon npm packages,Feature
Merge pull request #4499 from zpao/update-fbjs,Other
Update fbjs dependency,Other
Merge pull request #4469 from KevinTCoughlin/kevintcoughlin/#4265,Other
Merge pull request #4495 from tako-black/translate_pure-render-mixin_to_japanese,Other
Translate 10.8-pure-render-mixin.md to Japanese,Other
"remove footnote reference asterisk, no longer needed",Other
ensure tags are upperCase before comparing. #4388,Other
Merge pull request #4486 from yangmillstheory/docfix,Bug Fix
Fix grammar,Bug Fix
Merge pull request #4483 from marocchino/update-korean,Other
Update Korean translation to 991c437,Other
Fix gulp,Bug Fix
add tests for React.addons.TestUtils.Simulate.change,Feature
Merge pull request #4167 from zpao/vendor2fbjs,Other
Merge pull request #4478 from tako-black/translate_update_to_japanese,Other
Translate 10.7-update.md to Japanese,Other
Allow classes created with React.createClass to opt out of autobinding,Other
Enable (and apply) global transforms with browserify,Other
Replace grunt-jest with our own runner,Other
"Use fbjs package from npm, gulp",Other
Merge pull request #4367 from Simek/traverse-children-cleanup,Other
Merge pull request #4386 from AnSavvides/4369-walkthrough-clarification,Other
Merge pull request #4395 from wibud/v0.0.1,Other
Merge pull request #4474 from zpao/ts14,Other
Lock typescript dep at 1.4,Other
Merge pull request #4453 from spicyj/react-dom,Other
Merge pull request #4466 from jimfb/path-events-in-detached-nodes,Other
Merge pull request #4472 from tako-black/translate_create-fragment_to_japanese,Other
Translate 10.6-create-fragment.md to Japanese,Other
Merge pull request #4471 from Yeti-or/yeti-or.fix-docs,Bug Fix
Docs: Fix jsx iife example,Bug Fix
remove markdown remnant & unnecessary whitespace,Other
Merge pull request #4456 from zpao/babel58,Other
Use old event propagation if path is not reasonable (eg. detached DOM).  Fixes #4452,Bug Fix
Merge pull request #4460 from tako-black/enclose_variables_in_back_quote,Other
Merge pull request #4459 from tako-black/translate_clone-with-props_to_japanese,Other
Enclose variables in back quote,Other
Translate 10.5-clone-with-props.md to Japanese,Other
Rename ReactDOMClient to ReactDOM,Other
"Upgrade babel, babel-eslint; remove babel-core dep",Other
Merge pull request #4455 from marocchino/update-korean,Other
Update Korean translation to e928c65,Other
Merge pull request #4449 from zpao/lock-babel,Other
improve ReactTestUtils.Simulate documentation,Documentation
Lock babel @ 5.6.x.,Other
Merge pull request #4447 from spicyj/tag-end,Other
Pull out tag end regex,Other
Merge pull request #4404 from jbonta/component_api_docs,Documentation
Merge pull request #4443 from tako-black/translate_test-utils_to_japanese,Other
Merge pull request #4444 from tako-black/Add_period,Feature
Add period,Feature
Translate 10.4test-utils.md to Japanese,Other
Merge pull request #4400 from jimfb/adler32,Other
Improved performance for our adler32 implementation,Other
Merge pull request #4427 from spicyj/gh-1232,Other
Fix switching between dangerouslySetInnerHTML and children,Bug Fix
Merge pull request #4092 from mking/remove-react-source-gem,Other
Merge pull request #4435 from rtfeldman/fix-error-message,Bug Fix
Fix typo in removeComponentAsRefFrom error message.,Bug Fix
Merge pull request #4432 from spicyj/eslint-upg,Other
Upgrade eslint,Other
counterexample -> antipattern,Other
add animationIterationCount in isUnitlessNumber,Feature
Merge pull request #4387 from spicyj/aep,Other
Make component api docs clearer,Documentation
Merge pull request #4408 from jimfb/remove-children-map,Other
Removed flattened children object for initial render.  Fixes #4405,Bug Fix
Merge pull request #4419 from Simek/invert-if-else-with-negation,Other
invert few if-else with negation for readability,Other
"Fixed basic-jsx example, which got clobbered during a prior bug investigation",Bug Fix
Merge pull request #4414 from zpao/lint-src-test,Other
"Enable linting in src/tests, cleanup",Other
Merge pull request #4412 from hawsome/patch-2,Other
Merge pull request #4413 from zpao/more-default-value-docs-chagnes,Documentation
Merge pull request #4393 from zpao/rm-browser-tests,Other
Remove in-browser unit testing,Other
Tweaks to new content in forms documentation,Documentation
Switch to using comma-dangle: always-multiline,Other
Merge pull request #4379 from eriklharper/patch-1,Other
Merge pull request #4407 from Simek/patch-4,Other
Merge pull request #4409 from tako-black/translate_class-name-manipulation_to_japanese,Other
Merge pull request #3186 from benekastah/patch-1,Other
Translate 10.3-class-name-manipulation.md to Japanese,Other
split code block for readability,Other
Review changes,Other
Merge pull request #4306 from brigand/patch-5,Other
Remove AnalyticsEventPlugin,Other
[#4369] Make getting started a little less confusing,Other
Merge pull request #4382 from tako-black/enclose_a_name_of_library_in_back_quote,Other
Merge pull request #4383 from tako-black/translate_form-input-binding-sugar_to_japanese,Other
Merge pull request #4384 from zpao/jest-on-travis-again,Other
Use more specific ignore pattern for jest,Other
Enclose a name of library in back quote,Other
Translate 10.2-form-input-binding-sugar.md to Japanese,Other
Add more information about defaultValue,Feature
Merge pull request #4377 from sugarshin/typo_docs,Documentation
Delete unnecessary control code.,Other
Merge pull request #4371 from tako-black/translate_animation_to_japanese,Other
Translate 10.1-animation.md to Japanese,Other
Merge pull request #4237 from jas14/issue-4226,Other
Add wrap attribute,Feature
traverseAllChildren code clarity,Other
Don't skip reconcilation if context differs,Other
Merge pull request #4144 from lukehorvat/docs/iife-jsx,Documentation
Merge pull request #4291 from rwoodnz/patch-2,Other
Merge pull request #4357 from yangmillstheory/docfix,Bug Fix
Add warning for protocol sandboxing near pain point in Getting Started,Feature
Merge pull request #4355 from makky3939/use_html5_meta_charset_tag,Other
Merge pull request #4363 from tako-black/change_css_to_uppercase,Other
Change css to uppecase,Other
Merge pull request #4362 from makky3939/translate_04_self_closing_tag,Other
Translate 04-self-closing-tag.md to Japanese,Other
Merge pull request #4356 from makky3939/fix_03-interactivity-and-dynamic-uis_ja-JP_md,Bug Fix
Merge pull request #4358 from makky3939/remove_controll_character_from_jp_docs,Documentation
"remove controll character from 07-forms.ja-JP.md, 10-addons.ja-JP.md and 10-addons.ja-JP.md",Feature
fix typo,Bug Fix
change http-equiv with charset,Other
Merge pull request #4349 from makky3939/remove_type_attribute_in_script_tag,Other
Merge pull request #4351 from tako-black/translate_addons_to_japanese,Feature
Merge pull request #4348 from himkt/master,Other
Translate 10-addons.md to Japanese,Feature
"remove type=""text/javascript""",Other
remove controll character from 02-displaying-data.ja-JP.md,Other
Merge pull request #4346 from makky3939/fix_typo_09-tooling-integration_ja-JP_md,Bug Fix
fix typo,Bug Fix
Merge pull request #4324 from drd/improve-warning-in-react-mount,Other
Merge pull request #4342 from laiso/unexpected_character,Other
Remove the unexpected character in ReactEventListener,Other
Merge pull request #4338 from dcousens/patch-1,Other
Merge pull request #4337 from tako-black/translate_tooling-integration_to_japanese,Other
s/currentPathElemenID/currentPathElementID,Other
Merge pull request #4336 from zpao/ID-not-Id,Other
Translate 09.tooling-integration.md to Japanese,Other
ID not Id,Other
Merge pull request #4334 from tako-black/add_meta_tag_in_the_header_of_html,Feature
Change number of html{} to highlight correct line,Other
Add meta tag in the header of HTML,Feature
Merge pull request #4330 from zpao/eslint-jest,Other
Merge pull request #4332 from bgw/eslint-tests-use-jest,Other
Run eslint tests with jest,Other
"Only perform expensive checks in __DEV__, clean up after inserted iframe",Other
Use jest for eslint-rules,Other
Merge pull request #4329 from zpao/fix-jest,Bug Fix
Reset module cache between tests,Other
Merge pull request #4327 from jimfb/markup-unit-test,Other
Merge pull request #4311 from jimfb/fix-input-events,Bug Fix
Use a test case that demonstrates the fix.,Bug Fix
Add unit test: should generate simple markup for attribute with `>` symbol,Feature
Merge pull request #4325 from jimfb/self-closing-checksum,Other
Fix checksum hash attribute insertion for self-closing root tags.  Fixes #4323,Bug Fix
Fix some lint,Bug Fix
Properly handle rendering into document when comparing markup,Documentation
Merge pull request #4320 from tako-black/translate_more-about-refs_to_japanese,Other
Merge pull request #4317 from koba04/add-deprecation-warning-for-clonewithprops,Feature
Add runtime deprecation warning for cloneWithProps,Feature
Translate 08.1-more-about-refs.md to Japanese,Other
Merge pull request #4319 from tako-black/enclose_a_name_of_function_in_back_quote,Other
Enclose a name of function in back quote,Other
Handle escaping when comparing server/client markup,Other
Merge pull request #4318 from jlongster/master,Other
Merge pull request #4309 from mmoss/addons-warning-fix,Bug Fix
respect NODE_ENV environment variable if set when building,Other
Add comment to explain string concatenation,Feature
"Concatenate warning message, due to parsing issues",Other
Merge pull request #4314 from devonharvey/patch-1,Other
Fix typo on line 91 of tutorial.md,Bug Fix
Merge pull request #4312 from tako-black/translate_working-with-the-browser_to_japanese,Other
Translate 08-working-with-the-browser.md to Japanese,Other
Fix event target for input change events.  Fixes #4288,Bug Fix
Merge pull request #4310 from tako-black/enclose_a_value_of_variable_in_back_quote,Other
Enclose a value of variable in back quote,Other
Add backticks to highlight comment.json file name,Feature
Merge pull request #4290 from rwoodnz/patch-1,Other
"Blog: move ""refs to custom components..."" fixes #4305",Bug Fix
Clarify React.render note in documentation,Documentation
Merge pull request #4299 from tako-black/enclose_a_value_in_back_quote,Other
Merge pull request #4300 from tako-black/translate_forms_to_japanese,Other
Translate 07-forms.md to Japanese,Other
Enclose a value of variable in back quote,Other
Merge pull request #4209 from aruberto/iterable_node_proptype,Other
Merge pull request #4292 from dariocravero/patch-1,Other
Merge pull request #4287 from Simek/semicolon-cleanup,Other
Update 2015-07-03-react-v0.14-beta-1.md,Other
indicate file name requried for static file,Other
Suggest open index.html in browser regularly.,Other
Merge pull request #4283 from Yeti-or/patch-1,Other
Merge pull request #4284 from Simek/patch-3,Other
Merge pull request #4289 from joshuago/patch-1,Other
Fix typos,Bug Fix
semicolon cleanup,Other
add IntelliJ IDEA project related ignores,Feature
Remove unnecessary semicolon;,Other
Fix react-addons-update package name,Bug Fix
Merge pull request #4278 from koba04/fix-addons-update-package,Bug Fix
Rename react-addons-updates to react-addons-update,Feature
Merge pull request #3798 from levibuzolic/attribute-inputmode,Other
Add inputMode to HTML DOM Property Whitelist,Feature
Add missing semicolon,Feature
beta1 blog post,Other
Bump version to beta1,Other
Add setProps/replaceProps warning,Feature
Removed most uses of setProps in unit tests,Other
"Revert ""Removed setProps and replaceProps (both previously deprecated)""",Other
Merge pull request #4276 from tako-black/translate_transferring-props_to_japanese,Other
Translate 06-transferring-props.md to Japanese,Other
Merge pull request #4273 from spicyj/addons,Feature
Finish addons packaging,Feature
Merge commit 'pr/4185',Other
Fix jest tests,Bug Fix
Merge pull request #4184 from zpao/move-from-addons,Feature
Merge pull request #4270 from kamronbatman/patch-1,Other
Fixed header comment spacing.,Bug Fix
Merge pull request #4268 from jimfb/remove-setprops,Other
Merge pull request #4221 from jimfb/ryans-context-bug,Bug Fix
Merge pull request #4150 from jimfb/event-path,Other
Make events propagate through shadow DOMs.,Other
Removed setProps and replaceProps (both previously deprecated),Other
Merge pull request #4238 from bhamodi/bhamodi/update-dependency-notation,Other
Merge pull request #4259 from janraasch/patch-1,Other
Merge pull request #4231 from DarkScorpion/clickCounter,Other
Merge pull request #4262 from coryhouse/patch-1,Other
Merge pull request #4266 from tako-black/translate_reusable-components_to_japanese,Other
Translate 05-reusable-components.md to Japanese,Other
Add IE-only security attr to HTMLDOMPropertyConfig,Feature
Removed redundant word,Other
Merge pull request #4162 from sebmarkbage/updator,Other
Merge pull request #4258 from mjomble/patch-1,Other
Typo fix,Bug Fix
update title,Other
used JSX,Other
lowercase index file,Other
Merge pull request #4252 from bhamodi/patch-2,Other
Update React Link,Other
Merge pull request #4223 from spicyj/check-no-warn,Other
Fail tests on any un-spied warnings,Other
Merge pull request #4249 from tako-black/translate_multiple-components_to_japanese,Other
Translate 04-multiple-components.md to Japanese,Other
Merge pull request #4229 from tako-black/translate_jsx-spread_to_japanese,Other
Merge pull request #4242 from tako-black/translate_interactivity-and-dynamic-uis_to_japanese,Other
Translate 03-interactivity-and-dynamic-uis.md to Japanese,Other
Stop building react-source gem,Other
Merge pull request #4240 from tako-black/translate_jsx-gotchas_to_japanese,Other
Translate 02.3-jsx-gotchas.md to Japanese,Other
Merge pull request #4239 from tako-black/change_word_to_uppercase,Other
Change 'Javascript' to 'JavaScript',Other
R: handleClick function,Other
More conservative dependency update.,Other
Merge pull request #4232 from marocchino/update-docs,Documentation
Add site title to first code snippet of getting started (bd9d4b2),Feature
Update script source (c227a39),Other
add new line at and of some files,Feature
update click message,Other
rename folder,Other
use react from bild,Other
click conter example,Other
update git ignore,Other
Translate 02.2-jsx-spread.md to Japanese,Other
Don't bail out of reconsiliation if context changes.,Other
Merge pull request #4204 from dpercy/patch-1,Other
Merge pull request #4222 from tako-black/translate_jsx-in-depth_to_japanese,Other
Translate 02.1-jsx-in-depth.ja-JP.md to Japanese,Other
Remove warnings in tests,Other
Drop react-codemod.tgz from travis build,Other
Merge pull request #4217 from brigand/patch-5,Other
Fix travis artifact upload,Bug Fix
Merge pull request #4215 from spicyj/prod-props,Other
Merge pull request #4200 from spicyj/ten-thousand,Other
Set this.props on elements in prod mode,Other
check entry type iterables,Other
Merge pull request #4208 from battaile/master,Other
Merge pull request #4206 from yiminghe/fix_change_type,Bug Fix
Merge pull request #4202 from tako-black/translate_displaying-data_to_japanese,Other
Allow iterables to pass node prop type check,Other
Check for warning when testing to see if error is thrown when render not defined,Other
Merge pull request #4207 from yangshun/patch-1,Other
optimize spec,Other
Add site title to first code snippet of getting started,Feature
fix change event type,Bug Fix
"Fix docs typo: ""overridden"" -> ""overwritten""",Bug Fix
Translate 02-displaying-data.md to Japanese,Other
Merge pull request #4188 from jisaacks/master,Other
Prevent creating invalid closing tags,Other
Allow deeper trees,Other
Merge pull request #4139 from spicyj/dom-refs,Other
Merge pull request #4084 from spicyj/carc,Other
Remove constructAndRenderComponent,Other
Add legacy methods to DOM components for compatibility,Feature
DOM components as refs,Other
Wrap all top-level components for consistency,Other
Merge pull request #4196 from oluckyman/componentDidUnmount-warning,Other
Update warn message and move it to the error-catching block,Other
Merge pull request #4190 from dantman/fix-%s-module,Bug Fix
Merge pull request #4164 from spicyj/jest-wc,Other
Show warning when componentDidUnmount is defined,Other
Add a comment about why the string is split up. For future readers of this file.,Feature
Don't try building a %s module.,Other
Build standalone react-addons packages,Feature
Move renderSubtreeIntoContainer into ReactDOMClient,Other
Fix typo in blog post,Bug Fix
Merge pull request #4170 from johanneslumpe/patch-1,Other
Merge pull request #4172 from jimfb/freeze-props,Other
Guard against a null node,Other
Merge pull request #4171 from sebmarkbage/simplifylifecycle,Other
Unit tests for unmounted setState and isMounted,Other
Freeze ReactElement.props in dev mode,Other
Lint fixes,Bug Fix
Use hack to support isMounted without stateful module,Other
Allow callbacks to be enqueued during componentWillMount,Other
Let updates be enqueued during render,Other
Use a custom batching strategy for server rendering,Other
Remove currentlyUnmountingComponent,Other
Remove an unnecessary warning,Other
Move current owner to isomorphic,Other
Fix exceptions when running `grunt test --debug`,Bug Fix
Inject the update queue into classes,Other
Merge pull request #4154 from spicyj/gh-3478,Other
Merge pull request #2981 from hzoo/jsdoc-fixes,Bug Fix
Merge pull request #4158 from zpao/mv-packages,Other
Improve error message when mounting non-string/function elements,Other
Move npm packages into folder,Other
Merge pull request #4156 from tako-black/fix_link,Bug Fix
Merge pull request #4157 from zpao/svg-image,Other
Merge pull request #4100 from zpao/deprecate-react-calls,Other
Merge pull request #4140 from zpao/mv-errorutils,Other
Support SVG image,Other
Update getMarkupWrap with list of SVG supported in ReactDOM,Other
Rewrite SVG initialization in getMarkupWrap,Other
Fix link of getting-started.ja-JP.md,Bug Fix
Merge pull request #4152 from spicyj/rce,Other
Merge pull request #4151 from spicyj/fairti,Other
Disallow passing a DOM component to reactComponentExpect,Other
Disallow passing a DOM component to findAllInRenderedTree,Other
Invert logic in findAllInRenderedTreeInternal,Other
Wrap calls to deprecated functions with a warning.,Other
Merge pull request #4121 from cristovaov/tutorial-doc/script-src,Documentation
Merge pull request #4142 from zpao/lint-changed,Other
npm script to run lint only on changed files,Other
Merge pull request #4145 from RReverser/patch-1,Other
Merge pull request #4105 from sebmarkbage/moveismounted,Other
Update 2015-06-12-deprecating-jstransform-and-react-tools.md,Other
Add IIFE example to JSX documentation,Feature
Move ReactErrorUtils out of vendor,Other
Merge pull request #4137 from spicyj/setpropsinternal,Other
Remove _setPropsInternal,Other
Merge pull request #4115 from spicyj/dom-hash,Other
Add support for appear and appear-active classes,Feature
Merge pull request #4097 from zpao/react-dom-package,Other
Build react-dom package,Other
Merge pull request #4103 from marocchino/ko-update,Other
Merge pull request #4132 from tako-black/translate_why-react_to_japanese,Other
Translate 01-why-react.md to Japanese,Other
update script sources to be even with the example file in reactjs/react-tutorial repo ... apply to japanese and korean translation (+2 squashed commit),Other
Merge pull request #4128 from prathamesh-sonpatki/more-typos,Other
 Fix typos in ReactServerRenderingTransaction.js,Bug Fix
Merge pull request #4123 from carterchung/patch-1,Other
Corrected spelling,Other
Merge pull request #4119 from iamdustan/patch-1,Other
Merge pull request #4114 from spicyj/void-warn,Other
Add owner to void element children warning,Feature
s/parse/parser in jstransform deprecation blog post,Other
Reduce hash lookups for DOM properties,Other
[blog] Deprecate JSTransform & react-tools,Other
Merge pull request #4112 from kevhuang/doc/readme-grammar,Documentation
Remove extra period,Other
Merge pull request #4091 from sebmarkbage/updatequeuewarning,Other
Move isMounted logic into the ReactUpdateQueue,Other
Update Korean transltaion to 4c778e2,Other
Merge pull request #4102 from tomarak/patch-1,Other
Fixed grammar in CLA section of contribution guide,Bug Fix
Merge pull request #4098 from spicyj/grunt,Other
Inline requires in Gruntfile,Other
Merge pull request #4095 from zpao/update-jest,Other
Update jest to latest,Other
Merge pull request #4058 from yiminghe/className_contains,Other
[lint] Ignore generated docs,Documentation
update code style,Other
update code style,Other
"Make setState in render a warning, not an invariant",Other
Merge pull request #4090 from sebmarkbage/fixdomcomponentest,Bug Fix
Use the public render API in ReactDOMComponent-test,Other
